-63.61458333,63.57896,33.142456,-8.2847872,-10.527703,4.5010157,15.951009,6.8560743,-5.9952211,2.9717317,20.005579,31.964844,38.089844,43.308594,42.519531,44.75,54.101563,69.886719,82.6875,73.929688,67.136719
-63.61041667,70.817719,25.925608,-10.230622,9.7449198,24.152803,21.30467,7.644289,-0.89725584,6.7408767,21.804935,33.261719,35.636719,38.226563,43.644531,51.324219,59.398438,65.488281,77.003906,81.035156,76.835938
-63.60625,55.557236,14.20366,-1.7203114,16.641088,17.982437,11.728527,5.5584941,5.7030253,13.88673,26.058594,35.199219,36.75,35.355469,40.335938,48.804688,53.933594,57.835938,67.910156,80.523438,86.21875
-63.60208333,36.025299,2.19029,-1.3390068,7.5545945,6.734375,5.5976563,4.1796875,11.597656,26.957031,40.355469,44.71875,45.003906,39.6875,39.195313,46.054688,47.675781,51.292969,58.550781,69.648438,80.183594
-63.59791667,8.8102579,-4.5248013,3.0067432,5.8790064,13.291016,18.996094,20.617188,26.90625,43.632813,60.375,63.082031,58.554688,49.054688,45.753906,52.464844,47.886719,43.769531,49.820313,60.265625,69.03125
-63.59375,-10.357846,-2.3102105,18.718382,29.4121,43.144531,47.375,47.613281,46.789063,59.46875,74.078125,75.71875,64.488281,52.425781,54.796875,58.1875,51.171875,40.628906,39.328125,48.03125,54.558594
-63.58958333,-4.4460592,15.267798,35.644077,52.505859,66.007813,64.027344,60.007813,61.34375,70.480469,77.460938,73.003906,57.976563,57.664063,70.316406,61.886719,50.070313,41.804688,32.09375,34.121094,39.796875
-63.58541667,10.070802,28.118652,42.909988,55.316406,68.027344,68.339844,63.441406,68.449219,72.671875,75.195313,68.878906,57.375,72.867188,88.558594,67.378906,46.589844,40.140625,31.371094,26.300781,28.425781
-63.58125,23.047089,35.031254,47.410156,55.835938,64.96875,65.921875,65.269531,69.433594,68.640625,70.53125,70.011719,68.484375,81.964844,88.378906,71.328125,54.429688,46.496094,37.613281,29.402344,24.605469
-63.57708333,29.660294,43.933594,54.765625,58.503906,59.875,61.269531,65.808594,68.25,67.292969,68.269531,70.148438,77.992188,85.140625,82.308594,73.621094,66.183594,63.078125,57.390625,40.878906,25
-63.57291667,31.014334,53.011719,65.511719,69.8125,67.40625,64.480469,65.234375,66.082031,67.046875,67.121094,70.800781,80.21875,82.53125,79.597656,74.09375,72.089844,72.535156,68.304688,53.0625,32.714844
-63.56875,26.085461,48.626953,68.445313,77.644531,72.324219,64.75,60.253906,59.28125,59.570313,60.511719,74.175781,85.882813,81.03125,76.011719,74.222656,71.539063,68.039063,67.273438,59.007813,35.109375
-63.56458333,15.733856,28.271484,46.269531,63.753906,64,55.46875,47.59375,43.09375,44.507813,48.746094,73.300781,93.609375,85.214844,72.902344,68.1875,62.113281,55.867188,57.050781,48.832031,41.835938
-63.56041667,16.391357,28.580078,28.265625,37.042969,50.828125,42.882813,29.40625,26.296875,34.03125,43.277344,65.316406,89.085938,79.992188,62.28125,57.34375,50.035156,42.109375,37.054688,40.128906,63.527344
-63.55625,35.735107,51.728516,35.523438,20.84375,34.964844,29.890625,18.320313,21.328125,33.257813,41.863281,47.628906,59.199219,56.316406,43.554688,39.011719,34.664063,31.308594,35.773438,59.132813,83.457031
-63.55208333,53.774876,60.871094,40.660156,18.941406,21.210938,20.207031,18.796875,25.796875,40.980469,42.265625,30.445313,29.199219,31.417969,28.507813,24.871094,25.457031,33.128906,51.96875,77.597656,94.570313
-63.54791667,59.230469,61.367188,51.703125,33.691406,26.390625,21.757813,19.949219,37.359375,56.464844,54.183594,38.128906,30.46875,30.625,34.699219,36.746094,40.019531,50.71875,66.621094,84.746094,97.382813
-63.54375,64.832031,66.40625,59.792969,45.585938,34.242188,29.488281,38.558594,64.308594,76.347656,70.292969,61.476563,45.535156,39.082031,46.347656,49.382813,54.738281,62.695313,77.050781,95.820313,99.855469
-63.53958333,73.113281,61.929688,49.589844,38.644531,39.300781,55.171875,74.441406,85.554688,88.195313,80.074219,72.5,57.628906,44.191406,47.347656,54.886719,62.109375,73.921875,90.792969,101.32031,99.058594
-63.53541667,63.765625,50.53125,45.089844,43.453125,57.082031,78.214844,90.632813,90.097656,85.585938,79.445313,71.574219,60.835938,50.472656,54.304688,69.460938,77.367188,83.960938,95.863281,101.29297,97.675781
-63.53125,47.578125,44.15625,48.628906,55.949219,64.972656,76.601563,88.078125,92.40625,87.617188,76.902344,68.554688,61.691406,59.355469,67.03125,82.75,91.019531,90.761719,94.960938,96.988281,93.632813
-63.52708333,41.800781,44.277344,50.859375,59.894531,68.699219,77.902344,88.875,92.273438,87.335938,79.097656,70.550781,65.195313,65.71875,73.4375,86.222656,93.308594,92.941406,93.285156,90.976563,90.335938
-63.52708333,41.800781,44.277344,50.859375,59.894531,68.699219,77.902344,88.875,92.273438,87.335938,79.097656,70.550781,65.195313,65.71875,73.4375,86.222656,93.308594,92.941406,93.285156,90.976563,90.335938
