,44.66875,44.67291667,44.67708333,44.68125,44.68541667,44.68958333,44.69375,44.69791667,44.70208333,44.70625,44.71041667,44.71458333,44.71875,44.72291667,44.72708333,44.73125,44.73541667,44.73958333,44.74375,44.74791667
-63.69791667,76.949219,77.085938,94.507813,109.91406,111.29297,88.378906,51.730469,47.6875,59.089844,53.457031,46.628906,39.363281,44.792969,52.582031,41.074219,32.304688,31.945313,37.171875,31.265625,35.207031
-63.69375,74.859375,75.480469,88.71875,104.51172,102.98438,72.757813,51.261719,57.5625,68.40625,64.949219,46.140625,35.457031,41.566406,46.582031,44.464844,43.144531,48.738281,41.949219,28.066406,41.425781
-63.68958333,76.234375,75.566406,80.800781,85.15625,76.046875,55.621094,57.980469,73.234375,78.527344,77.34375,51.320313,30.578125,33,44.21875,57.890625,63.746094,67.226563,60.589844,43.121094,37.597656
-63.68541667,78.855469,77.71875,70.976563,61.859375,52.851563,54.816406,72.570313,84.394531,86.800781,80.457031,56.378906,30.882813,33,52.328125,71.847656,84.273438,86.675781,79.574219,53.785156,28.941406
-63.68125,75.035156,67.761719,68.03125,65.21875,56.160156,68.144531,88.738281,93.46875,92.445313,79.990234,49.884766,24.603516,39.861328,64.859375,78.960938,86.257813,86.726563,84.8125,65.078125,40.824219
-63.67708333,76.90625,68.015625,77.792969,76.507813,65.015625,77.984375,93.171875,95.757813,91.152344,73.74025,38.843773,14.459333,32.611832,63.052898,77.476563,83.761719,84.460938,82.933594,75.851563,53.34375
-63.67291667,86.007813,81.90625,84.183594,79.460938,68.863281,74.460938,85.84375,89.839844,85.40625,67.560623,26.064667,-1.5066135,12.8612,38.809372,63.070324,80.605469,85.308594,90.867188,82.867188,51.4375
-63.66875,95.003906,87.734375,72.5625,59.613281,62.3125,71.199219,72.628906,75.960938,75.221703,52.406898,9.9549093,-11.974573,-4.805872,10.340685,43.335861,69.769524,76.273438,85.203125,71.476563,42.464844
-63.66458333,97.148438,82.492188,64.988281,39.218735,43.938225,61.325375,49.881237,48.45219,52.963917,25.238197,-1.6736469,-8.1288872,-10.653625,-4.6889462,14.444967,40.492226,61.402344,61.308594,36.449219,18.914063
-63.66041667,93.011719,83.011719,67.464821,28.027519,13.340724,22.57576,15.632376,6.8098879,5.1325688,-2.4035935,-11.897992,-4.8076367,3.2868197,2.6047723,5.6716442,15.168005,27.855469,26.628906,10.945313,9.7109375
-63.65625,92.898438,83.511719,55.145008,13.209535,-12.264346,-15.117385,-14.321301,-25.995922,-33.472305,-22.722513,-10.248625,8.0800047,22.323267,20.93457,18.535183,15.21484,10.484375,12.101563,13.371094,24.375
-63.65208333,84.066406,64.296883,34.605164,2.2420185,-22.517729,-30.148781,-34.749718,-41.952374,-41.779312,-28.522161,-3.999856,18.022432,42.588451,54.158203,35.542969,23.964844,23.730469,32.246094,38.230469,42.855469
-63.64791667,65.445313,35.11219,6.2735109,-16.426867,-32.295547,-41.835163,-51.907791,-56.872074,-45.0368,-23.698778,-2.2253382,19.091228,53.738281,79.640625,58.265625,38.929688,38.921875,47.96875,60.488281,57.257813
-63.64375,43.226688,9.8754177,-14.144128,-31.821207,-45.913952,-56.445293,-62.944271,-68.338936,-49.653156,-18.111834,-0.73616362,20.028435,52,77.394531,72.148438,60.503906,59.429688,56.027344,61.492188,60.273438
-63.63958333,14.007681,-8.9147129,-18.772408,-34.815582,-55.949837,-66.089462,-65.168015,-66.465927,-45.641136,-10.683965,9.4211178,38.420048,67.453125,75.691406,78.402344,80.929688,79.390625,64.707031,54.890625,51.15625
-63.63541667,-7.3105845,-18.51368,-22.575047,-35.414024,-54.70089,-63.991642,-62.63089,-56.582676,-35.162735,-3.162642,26.824617,60.225838,77.328125,71.515625,79.382813,91.691406,88.488281,75.808594,57.25,43.339844
-63.63125,-12.959548,-20.553957,-24.011562,-33.42561,-49.952095,-57.807667,-58.452568,-50.320042,-22.114317,13.982616,39.627213,56.666016,64.625,60.617188,69.382813,84.894531,89.25,83.457031,64.105469,44.339844
-63.62708333,-13.959131,-20.879896,-24.619675,-30.599531,-42.064625,-46.732735,-45.736958,-38.605583,-8.1342382,25.32939,38.142117,44.251953,49.472656,46.933594,51.566406,70.160156,81.511719,80.933594,70.40625,52.523438
-63.62291667,0.69080764,-9.4671497,-21.900442,-26.936838,-27.090944,-28.230453,-25.843157,-19.252031,-2.5599217,15.83399,29.576172,41.527344,44.617188,40.628906,38.910156,55.820313,72.777344,76.660156,72.941406,60.238281
-63.61875,33.239319,19.398363,-8.281146,-21.531794,-14.405942,-5.4575152,-5.4399762,-7.8157825,-0.27405369,13.455991,29.634766,42.472656,45.640625,40.773438,37.476563,48.804688,69.84375,79.410156,73.28125,65.578125
